Sr. No,Institute Code,Institute Name,DISTRICT,Status,Fees,Hostel,Avg Placement,Highest Placement,Minority,Branch,GOPEN,GOPEN R,GOBC,GOBC R,GSC,GSC R,GST( S & H),GST R,GVJ(S & H),GVJ R,GNT1(S & H),GNT1 R,GNT2( S& H),GNT2 R,GNT3( S& H),GNT3 R,GSEBC (S & H),GSEBC R,LOPEN( S & H),LOPEN R,LOBC(S & H),LOBC R,LSC( S&  H),LSC R,LST(S & H),LST R,LVJ(S & H),LVJ R,LNT1(S & H),LNT1 R,LNT2(S & H),LNT2 R,LNT3(S & H),LNT3 R,LSEBC(S & H),LSEBC R,MI,MI R,TFWS,TFWS R,EWS,EWS R,ORPHAN,ORPHAN R,DEFOPENS,DEFOPENS R,DEFOBCS,DEFOBCS R,DEFROBCS,DEFROBCS R,DEFSCS,DEFSCS R,DEFRSCS,DEFRSCS R,DEFSTS,DEFSTS R,DEFSEBCS,DEFSEBCS R,DEFRSEBCS,DEFRSEBCS R,DEFRNT1S,DEFRNT1S R,DEFRNT2S,DEFRNT2S R,DEFRNT3S,DEFRNT3S R,DEFRVJS,DEFRVJS R,PWDOPENS,PWDOPENS R,PWDOPENH,PWDOPENH R,PWDOBCS,PWDOBCS R,PWDOBCH,PWDOBCH R,PWDROBCS,PWDROBCS R,PWDROBCH,PWDROBCH R,PWDSCS,PWDSCS R,PWDSCH,PWDSCH R,PWDRSCS,PWDRSCS R,PWDRSCH,PWDRSCH R,PWDRSTS,PWDRSTS R,PWDRSTH,PWDRSTH R,PWDSEBCS,PWDSEBCS R,PWDRSEBCS,PWDRSEBCS R,PWDRSEBCH,PWDRSEBCH R,PWDRNT1S,PWDRNT1S R,PWDRNT2S,PWDRNT2S R,PWDRNT3S,PWDRNT3S R,PWDRVJS,PWDRVJS R,AI,AI R
352,3042,"Loknete Shamrao Peje Government College Of Engineering, Ratnagiri",Ratnagiri,Govt,L,,LPA,LPA,,Electrical Engineering,57.1959853,108952,44.4778985,130654,57.8688386,107273,31.3198919,149010,65.3627105,92787,69.0659616,84527,65.4406319,92523,,,61.3261708,100426,1.5963137,178620,65.4406319,92479,43.4393889,132464,,,,,,,62.7216425,99400,57.1959853,109107,73.8486985,72925,,,79.1318865,59784,36.2134011,142436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,3042,"Loknete Shamrao Peje Government College Of Engineering, Ratnagiri",Ratnagiri,Govt,L,,LPA,LPA,,Food Technology And Management,74.0135531,77310,72.8176141,80656,55.0306337,119072,,,,,,,60.0946372,110185,,,30.8111882,155448,89.1589414,34501,35.0155913,149829,70.790493,85618,,,51.2201924,125510,,,,,,,76.1532049,71741,,,,,51.8045185,124771,19.1157452,167460,87.8771938,38533,,,,,,,,,,,,,,,,,,,,,,,,,61.3954353,106246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,3042,"Loknete Shamrao Peje Government College Of Engineering, Ratnagiri",Ratnagiri,Govt,L,,LPA,LPA,,Mechatronics Engineering,5.825722,175608,52.814879,117021,23.9454765,158501,,,,,62.7216425,99223,,,,,2.7203264,177833,25.6482713,155943,41.0394031,135654,,,22.974757,158715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,3042,"Loknete Shamrao Peje Government College Of Engineering, Ratnagiri",Ratnagiri,Govt,L,,LPA,LPA,,Civil And Infrastructure Engineering,11.4731237,170852,37.6014199,140958,28.8690743,151808,50.8618056,120362,9.8530334,172059,28.0884374,152792,13.5903735,168958,29.6395567,151107,,,13.647753,168703,12.5620266,169973,,,,,,,,,2.1035128,178265,,,,,,,,,22.4081803,159419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3211,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",Thane,Un-Aided,M,NA,6.5 LPA,10 LPA,LM - Tamil,Information Technology,95.0779464,14767,,,,,,,,,,,,,,,,,94.8244993,15571,,,,,,,,,,,,,,,,,3.89399,176931,96.1353059,11756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6054439,7839
353,6146,"Mit Academy Of Engineering,Alandi, Pune",Pune,"Un-Aided, Auto",H,A,6  LPA,24.74  LPA,,Computer Science And Engineering (Data Science),95.054719,14830,94.8950322,15338,89.874785,30152,69.800376,82600,92.9064162,21304,94.4433332,16728,95.0167998,15092,94.3796484,16947,93.8492553,18617,95.0008395,15115,94.7906563,15716,89.5570146,30844,88.6962727,33474,,,,,,,,,93.9690933,18180,,,95.8725715,12447,92.4300828,22634,,,95.0496309,14874,,,88.7794539,33128,,,,,,,,,,,,,,,,,,,48.6637821,123866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,6207,"Dr. D. Y. Patil Unitech Society'S Dr. D. Y. Patil Institute Of Technology, Pimpri, Pune",Pune,Un-Aided,M,A,4-5  LPA,24  LPA,,Artificial Intelligence And Data Science,94.891387,15393,94.6903844,15948,86.5601955,39437,38.5392182,139902,87.2784734,37482,91.491173,25507,93.7458444,18867,93.9690933,18175,94.3921269,16876,95.0779464,14773,94.7829716,15768,83.7447544,46983,42.8773305,133111,75.2159961,69822,89.2835379,31746,91.3238751,25819,92.1947909,23542,94.5914991,16263,,,95.8067495,12710,92.1230561,23585,,,90.9017918,27075,88.5172385,34066,88.1366358,34910,71.7115,78580,,,,,87.5036363,36618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9018423,8550
130,2020,"Shri Guru Gobind Singhji Institute Of Engineering And Technology, Nanded",Nanded,"Govt-Aided, Auto",L,,5 LPA,22 LPA,,Computer Science And Engineering,96.2109407,11453,95.7198609,12916,92.1092219,23642,67.8440824,87228,93.1559091,20520,94.891387,15401,94.2444474,17265,95.3474417,14041,95.1775609,14595,96.4916874,10659,95.7445909,12852,92.1092219,23655,72.3242844,76855,94.261235,17249,91.7923783,24657,95.507349,13583,88.1228442,35000,95.0008395,15145,,,97.3461799,7979,,,,,93.0486637,20828,87.9526086,35755,,,86.7111001,39182,,,,,85.3822102,42713,,,,,,,,,,,81.2084441,54313,,,65.4406319,92382,,,,,,,67.6869909,87458,,,,,,,,,,,,,,,,,,,,,,,,,,
354,3135,"Manjara Charitable Trust'S Rajiv Gandhi Institute Of Technology, Mumbai",Mumbai,Un-Aided,M,NA,7 LPA,20 LPA,,Artificial Intelligence And Data Science,94.8262965,15511,93.0070517,20994,91.5509861,25341,41.0394031,135572,86.889129,38360,,,90.3847828,28752,,,90.0992619,29391,93.7520868,18816,91.7923783,24642,,,58.1158577,106613,,,90.2675844,29128,,,,,89.1945571,32048,,,94.7726504,15841,87.5036363,36657,,,92.9300079,21186,,,67.294477,88593,,,,,,,,,,,,,,,,,,,,,45.5784574,128485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8187154,11877
1588,6272,"Dr. D. Y. Patil Pratishthan'S D.Y.Patil College Of Engineering Akurdi, Pune",Pune,"Un-Aided, Auto",M,A,4  LPA,52  LPA,,Robotics And Automation,94.8378933,15453,93.9032684,18283,88.1886477,34666,32.0977394,147979,90.2921536,29074,93.2547779,20286,,,92.3371011,22886,94.1387762,17612,95.3558147,14014,94.3388464,17034,84.5731157,44919,,,,,,,91.6309281,25060,,,94.7573875,15874,,,95.4632721,13724,91.5400668,25476,,,90.2921536,29059,,,,,,,,,,,,,82.7099252,50037,,,,,,,,,44.5064233,130099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5178493,10060
356,3143,"Thakur Shyamnarayan Engineering College, Mumbai",Mumbai,Un-Aided,M,A,LPA,LPA,LM - Hindi,Computer Engineering,94.7829716,15780,,,,,,,,,,,,,,,,,95.5544287,13448,,,,,,,,,,,,,,,,,87.5036363,36607,96.0507339,11955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5884494,7874
127,2008,"Government College Of Engineering, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,"Govt, Auto",L,,,,,Electronics And Telecommunication Engg,94.7726504,15823,94.0878795,17821,88.6037289,33669,60.596742,101665,91.9393058,24159,92.5961339,22273,93.2547779,20245,,,93.2139295,20411,94.8244993,15550,93.8694333,18547,85.3822102,42679,51.2170385,119514,,,,,93.5406895,19331,89.7106951,30539,93.5275353,19443,,,94.7726504,15846,93.6359026,19237,,,91.9723529,24036,71.7682877,77721,79.4895283,58973,,,,,,,,,,,,,,,,,,,63.5370419,95341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,6156,"Marathwada Mitra Mandal'S College Of Engineering, Karvenagar, Pune",Pune,"Un-Aided, Auto",M,A,4.5 - 6  LPA,25  LPA,,Information Technology,94.7726504,15815,94.3796484,16932,88.632522,33542,36.6611018,141912,88.5172385,34065,92.6351162,22134,93.871008,18493,93.2798858,20197,94.1387762,17633,95.2044334,14510,94.689576,15977,86.1764583,40413,15.201762,167400,,,91.2510363,26155,93.1559091,20528,92.2550706,23295,94.524207,16467,,,95.2915264,14213,91.2510363,26181,,,89.7974248,30313,87.5123219,36549,,,47.4576949,125760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.422586,11271
1628,3189,"Bharati Vidyapeeth College Of Engineering, Navi Mumbai",Thane,Un-Aided,M,A,2.5 LPA,10 LPA,,Computer Engineering,94.7536895,15881,93.7641448,18732,91.2741634,25998,79.4895283,58907,91.3238751,25814,93.9913601,18105,91.8585895,24407,93.0486637,20853,92.2550706,23316,94.589536,16311,93.4388584,19687,92.7704421,21616,61.6354671,100307,76.3630319,66860,89.9513776,29771,84.3938885,45551,,,91.8929842,24306,,,95.649143,13132,89.5570146,30857,,,87.4969245,36833,81.934184,52213,,,67.294477,88583,,,,,,,,,,,,,,,,,,,57.0470967,109655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3809302,9165
131,3135,"Manjara Charitable Trust'S Rajiv Gandhi Institute Of Technology, Mumbai",Mumbai,Un-Aided,M,NA,7 LPA,20 LPA,,Information Technology,94.7536895,15883,93.2547779,20272,92.2022952,23468,60.1291862,104109,79.5235744,58777,92.6335559,22159,92.2260059,23418,89.9196403,29963,90.8058519,27466,94.2444474,17279,93.2978364,20074,87.6637005,36122,65.3627105,92906,,,90.4629322,28438,,,,,90.2675844,29158,,,95.4728747,13698,88.9034341,32800,,,88.890236,32898,76.1268781,67628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0726109,11629
355,3204,"St. Francis Institute Of Technology,Borivali, Mumbai",Mumbai,"Un-Aided, Auto",M,A,4.72 LPA,13 LPA,RM - Christian,Artificial Intelligence And Machine Learning,94.6903844,15932,,,,,,,,,,,,,,,,,94.5541467,16441,,,,,,,,,,,,,,,,,28.0884374,152822,95.0008395,15132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2411348,8216
416,3176,"Thakur College Of Engineering And Technology, Kandivali, Mumbai",Mumbai,"Un-Aided, Auto",H,A,5 LPA,12 LPA,LM - Hindi,Internet Of Things(Iot),94.6903844,15946,,,,,,,,,,,,,,,,,94.2444474,17260,,,,,,,,,,,,,,,,,88.4426131,34328,95.0779464,14762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6139,"Progressive Education Society'S Modern College Of Engineering, Pune",Pune,"Un-Aided, Auto",M,A,4-5  LPA,12  LPA,,Information Technology,94.675361,16035,94.4433332,16734,88.9751421,32597,39.2350823,138083,88.9266712,32690,92.0088098,23923,94.1728861,17499,93.4557596,19639,94.163061,17587,94.7726504,15825,94.4189289,16833,86.7801974,38942,24.4231968,157352,83.8465891,46792,90.5124049,28149,92.6570811,22026,,,94.3208529,17135,,,94.7536895,15897,91.1268781,26636,,,90.777366,27640,86.9353148,38198,,,42.1597155,134748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0807089,10524
128,6177,"Sinhgad College Of Engineering, Vadgaon (Bk), Pune",Pune,Un-Aided,M,A,4.5  LPA,33.25  LPA,,Computer Engineering,94.675361,16048,94.4356715,16793,87.6637005,36095,58.1158577,106614,93.4772066,19572,92.5251996,22591,93.3341645,20059,,,93.8492553,18578,94.8378933,15460,94.5996586,16191,85.9343121,41276,27.6622718,153589,80.003358,57590,,,93.2547779,20267,92.5251996,22592,94.5726998,16352,,,95.507349,13580,92.5368222,22452,,,90.7468896,27711,89.1051648,32296,87.3943543,37218,53.7424491,115918,,,,,88.6037289,33659,,,,,,,,,,,,,69.0659616,84600,,,,,,,60.2921536,102829,,,,,,,,,,,,,,,,,,,,,,,,,,,90.489857,9053
355,3214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mumbai,Un-Aided,H,NA,5.67 LPA,32 LPA,RM - Christian,Computer Science And Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),94.5993915,16225,,,,,,,,,,,,,,,,,93.1821856,20474,,,,,,,,,,,,,,,,,30.954192,149696,93.9913601,18113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6746484,7749
1638,6278,"All India Shri Shivaji Memorial Society'S College Of Engineering, Pune",Pune,Un-Aided,M,A,4.50 LPA,12.50 LPA,,Electronics And Telecommunication Engg,94.524207,16497,93.1559091,20556,87.1012785,37848,15.4858883,167270,80.2743712,56730,90.0772352,29415,,,,,94.2061358,17467,95.4072009,13834,93.4764585,19601,83.5380246,47842,,,,,,,92.5368222,22444,89.4519884,31178,93.0488284,20811,,,95.3932298,13859,89.778798,30401,,,88.6962727,33456,,,,,,,,,,,,,,,,,,,,,,,,,54.7526673,113167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5537011,11178
1389,6146,"Mit Academy Of Engineering,Alandi, Pune",Pune,"Un-Aided, Auto",H,A,6  LPA,24.74  LPA,,Civil Engineering,88.1925789,34594,83.5013309,48277,71.7682877,77754,60.2294112,103209,85.3422371,42913,,,79.7465759,58084,,,83.8465891,46801,85.3422371,42950,82.9978985,49177,76.1268781,67506,63.7045846,95252,47.0113809,126568,70.889365,79872,71.7115,78316,,,77.2074577,64467,,,90.2977118,29004,66.4751458,90044,,,83.1983982,48678,,,,,,,,,,,,,55.8763225,111303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.2187523,23633
504,3197,"Agnel Charities' Fr. C. Rodrigues Institute Of Technology, Vashi, Navi Mumbai",Thane,"Un-Aided, Auto",H,A,5.3 LPA,12 LPA,RM - Christian,Electronics And Telecommunication Engg,94.4796463,16622,,,,,,,,,,,,,,,,,94.4356715,16797,,,,,,,,,,,,,,,,,25.6482713,155852,95.1394167,14739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2750972,7119
420,3176,"Thakur College Of Engineering And Technology, Kandivali, Mumbai",Mumbai,"Un-Aided, Auto",H,A,5 LPA,12 LPA,LM - Hindi,Electronics And Computer Science,94.46635,16654,,,,,,,,,,,,,,,,,93.9958778,18035,,,,,,,,,,,,,,,,,87.295318,37387,95.033389,15012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9074906,6470
897,4167,"Yeshwantrao Chavan College Of Engineering,Wanadongri, Nagpur",Nagpur,"Un-Aided, Auto",H,,2.5 LPA,9 LPA,,Computer Science And Engineering,95.033389,15034,94.7536895,15908,92.2260059,23392,79.4055287,59291,89.1373005,32225,94.5726998,16350,91.1978661,26459,88.6037289,33698,88.7353399,33299,95.5794695,13334,94.8397684,15433,91.6345444,25007,82.4751693,50959,85.4541675,42331,94.6546232,16097,93.0771189,20717,87.5598503,36453,89.0036224,32539,,,96.6529259,10132,,,,,90.5913294,27982,84.6402007,44442,,,81.0485225,54705,,,,,,,,,,,,,,,,,84.5731157,44900,,,62.902955,97620,,,79.0646435,59971,,,70.6178643,80487,,,,,,,,,,,,,,,,,,,,,,,,,90.1760513,9405
439,3184,"Fr. Conceicao Rodrigues College Of Engineering, Bandra,Mumbai",Mumbai,"Un-Aided, Auto",H,A,7 LPA,16 LPA,RM - Christian,Mechanical Engineering,94.3921269,16884,,,,,,,,,,,,,,,,,92.2801912,23263,,,,,,,,,,,,,,,,,27.4155342,154154,93.0349499,20940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3321954,9214
1433,6177,"Sinhgad College Of Engineering, Vadgaon (Bk), Pune",Pune,Un-Aided,M,A,4.5  LPA,33.25  LPA,,Bio Technology,95.8286882,13565,93.0918686,22213,88.0194481,38046,87.8484049,38581,,,86.1508297,43318,90.8669878,29187,,,82.1766955,55179,98.9622687,3143,95.1412114,15823,95.7134166,13946,91.659888,26739,,,,,,,93.5897436,20731,95.3538447,15101,,,93.0349499,4293,93.4500892,21135,66.7734685,95296,94.7619489,17048,77.5194516,68665,,,,,,,,,,,,,,,,,,,,,,,53.8542514,121252,,,,,,,26.0675345,160134,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5423951,4888
1639,03025U,Svkm'S Shri Bhagubhai Mafatlal Polytechnic & College Of Engineering,Thane,"Govt-Aided, Auto",M,NA,,,LM - Gujarathi,Computer Engineering,94.3796484,16913,,,,,,,,,,,,,,,,,93.4764585,19616,,,,,,,,,,,,,,,,,88.1366358,34929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2008,"Government College Of Engineering, Chhatrapati Sambhajinagar",Chhatrapati Sambhajinagar,"Govt, Auto",L,,,,,Mechanical Engineering,90.7979989,27572,89.2671256,31817,84.1570554,46318,33.099972,146683,82.0158422,51957,,,85.7790463,41570,88.6962727,33455,83.7440631,47229,86.2190813,40195,84.3938885,45541,77.5959933,64321,55.2318816,112172,76.7997668,65302,83.5380246,47927,,,,,85.0982359,43581,,,91.3201487,25894,85.9711131,41137,,,87.2784734,37594,38.0295157,140390,,,,,,,,,,,,,,,60.0743746,104448,,,,,32.8344132,147048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,6139,"Progressive Education Society'S Modern College Of Engineering, Pune",Pune,"Un-Aided, Auto",M,A,4-5  LPA,12  LPA,,Artificial Intelligence And Data Science,94.3462898,16985,94.1728861,17489,87.3943543,37198,21.4924132,160452,87.8945473,35978,91.7946848,24572,93.3341645,20004,93.3794724,19888,93.4044269,19864,94.0958488,17707,93.8492553,18590,85.5352459,41854,66.1855163,90294,,,,,91.5509861,25340,,,93.6707809,19121,,,94.524207,16489,89.9248303,29861,,,90.3847828,28772,87.3711769,37306,,,,,,,,,,,,,,,,,,,,,30.8111882,150194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2988047,11452
421,3211,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",Thane,Un-Aided,M,NA,6.5 LPA,10 LPA,LM - Tamil,Artificial Intelligence And Data Science,94.303005,17169,,,,,,,,,,,,,,,,,93.833949,18642,,,,,,,,,,,,,,,,,13.0626183,169441,95.884808,12397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0448398,8455
898,6139,"Progressive Education Society'S Modern College Of Engineering, Pune",Pune,"Un-Aided, Auto",M,A,4-5  LPA,12  LPA,,Artificial Intelligence And Machine Learning,94.163061,17574,93.9721727,18160,87.1298889,37765,28.7003692,152398,,,,,92.7704421,21623,,,93.284975,20144,94.3208529,17149,94.1713006,17528,86.7139959,39070,19.1366185,163194,82.7099252,49998,86.3062406,39826,,,91.7222085,24740,93.2139295,20456,,,94.6546232,16107,90.1066152,29294,,,90.3485031,28807,,,,,,,,,,,,,87.2784734,37542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2009665,11535
1373,6141,"Jaywant Shikshan Prasarak Mandal'S,Rajarshi Shahu College Of Engineering, Tathawade, Pune",Pune,"Un-Aided, Auto",M,A,6.5  LPA,47  LPA,,Electronics And Telecommunication Engg,94.115178,17694,93.7520868,18786,88.0525374,35356,40.7306838,136277,88.1140239,35136,91.8183008,24485,91.9365609,24166,92.7108008,21796,93.2547779,20262,94.524207,16465,93.7092583,19023,86.7139959,39005,1.9947637,178329,75.1972801,69955,,,90.0182846,29678,,,94.2061358,17454,,,94.5996586,16198,90.0182846,29627,,,88.890236,32859,88.7794539,33022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.351908,11376
1434,6156,"Marathwada Mitra Mandal'S College Of Engineering, Karvenagar, Pune",Pune,"Un-Aided, Auto",M,A,4.5 - 6  LPA,25  LPA,,Artificial Intelligence And Data Science,94.115178,17668,93.833949,18655,87.1298889,37782,48.6138054,124430,86.2657912,39846,90.5124049,28181,92.5934223,22299,93.0756257,20740,93.4044269,19854,94.0591659,17930,93.4764585,19622,86.0755637,41070,,,74.3614357,71956,87.1564824,37669,90.9923873,26708,91.2367752,26423,93.8756856,18419,,,94.3388464,17036,89.9196403,29905,,,88.890236,32862,84.5942451,44796,,,,,,,,,,,,,,,,,,,,,16.8882979,165245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3280245,12414
1640,3203,"Atharva College Of Engineering,Malad(West),Mumbai",Mumbai,Un-Aided,L,NA,3 LPA,10 LPA,,Computer Engineering,94.115178,17665,92.2260059,23387,91.2379211,26327,59.9791975,104704,86.803005,38853,89.6994627,30664,89.3071786,31626,89.3399508,31408,90.8909574,27180,94.2444474,17292,92.6335559,22189,85.2572473,43204,65.4406319,92390,25.6745674,155690,,,89.8755527,30063,83.032746,49034,90.4629322,28443,,,94.2401197,17340,86.7139959,39042,,,86.1969983,40213,82.6959019,50605,,,,,,,,,,,,,,,,,,,,,,,28.3301002,152548,,,,,,,,,,,32.0977394,148088,,,,,,,,,,,,,,,,,,,,,,,87.184401,12653
1055,5121,"K. K. Wagh Institute Of Engineering Education And Research, Nashik",Nashik,"Un-Aided, Auto",M,,4.94 LPA,18 LPA,,Information Technology,94.0927042,17777,93.871008,18446,87.4495947,37002,68.4737144,85757,90.0182846,29674,92.8098753,21577,92.5934223,22278,92.7315754,21723,91.4391389,25645,94.2401197,17310,94.0958488,17717,85.5759641,41798,74.9324465,70803,,,,,91.6345444,25000,90.7468896,27723,89.778798,30443,,,95.033389,14998,89.3223371,31538,,,86.803005,38889,83.5073164,48157,,,45.3423263,129488,,,,,,,,,,,,,,,,,39.5390798,137852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8609531,12953
506,6796,"Bharati Vidyapeeth'S College Of Engineering,Lavale, Pune",Pune,Un-Aided,M,A,2-3 LPA,17.5 LPA,,Computer Engineering,94.0609349,17874,93.7135944,18933,85.3822102,42667,52.9935209,116566,86.3062406,39742,90.8626784,27246,92.6335559,22161,,,92.5368222,22433,94.524207,16483,94.1387762,17645,83.5073164,48113,7.5978015,174189,,,,,89.6994627,30659,89.2602313,31871,93.6711065,19110,,,95.4632721,13734,90.3886926,28682,,,92.5598125,22391,87.4495947,36986,,,55.1151268,112430,,,,,,,,,,,,,,,,,,,42.2216419,133607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1104687,7311
422,3143,"Thakur Shyamnarayan Engineering College, Mumbai",Mumbai,Un-Aided,M,A,LPA,LPA,LM - Hindi,Information Technology,94.0242686,17991,,,,,,,,,,,,,,,,,92.1089443,23738,,,,,,,,,,,,,,,,,84.6087386,44688,93.5225248,19452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2609183,10332
899,3189,"Bharati Vidyapeeth College Of Engineering, Navi Mumbai",Thane,Un-Aided,M,A,2.5 LPA,10 LPA,,Information Technology,93.9958778,18077,93.2403522,20305,91.1269352,26556,46.3657898,127464,,,,,89.1051648,32279,89.4907774,31001,91.491173,25511,93.0070517,20971,92.2405432,23365,91.6557848,24906,,,,,,,,,,,89.2149834,31966,,,94.3921269,16885,86.8242361,38757,,,86.2308451,39980,,,81.7658119,52826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.753633,9823
158,2113,"G. S. Mandal'S Maharashtra Institute Of Technology, Aurangabad",Chhatrapati Sambhajinagar,"Un-Aided, Auto",M,,,,,Agricultural Engineering,94.3952943,18159,83.4862385,51610,80.5746642,59980,53.1004654,122705,88.1420536,37400,,,29.0492368,156890,,,74.8699368,75550,95.3966927,14909,93.0421701,22443,87.8484049,38574,,,,,,,,,,,,,,,,,44.4778985,136694,,,65.722735,97025,,,,,,,,,,,,,,,,,,,,,,,43.4899828,138243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0390958,28413
1885,6754,"International Institute Of Information Technology (I²It), Pune.",Pune,Un-Aided,M,A,8.11 LPA,9.34 LPA,,Electronics And Telecommunication Engg,93.9958778,18032,92.9300079,21178,85.0982359,43655,67.8622856,86877,,,88.7794539,33072,91.7849899,24716,,,91.9492948,24082,94.6903844,15926,92.8871646,21445,82.1766955,51493,66.1855163,90280,79.8240416,57906,,,93.6359026,19252,,,91.7222085,24790,,,95.4078524,13789,91.5477593,25374,,,90.8626784,27262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.998134,7415
1641,6177,"Sinhgad College Of Engineering, Vadgaon (Bk), Pune",Pune,Un-Aided,M,A,4.5  LPA,33.25  LPA,,Information Technology,93.9958778,18039,93.7458444,18861,85.7455441,41690,49.513096,122933,85.8632396,41514,89.2149834,31968,93.2547779,20291,92.7610886,21664,92.9153295,21240,94.0591659,17923,93.8492553,18596,89.591785,30764,36.6611018,141983,,,86.1433391,40518,92.9300079,21185,,,93.4388584,19718,,,94.589536,16327,90.0182846,29630,,,90.9518962,26859,85.0982359,43662,,,25.6745674,155497,,,,,,,,,,,,,,,,,,,55.8763225,111543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4431141,10174
364,3139,"Vidyalankar Institute Of Technology,Wadala, Mumbai",Mumbai,"Un-Aided, Auto",H,NA,8 LPA,37.5 LPA,,Electronics And Telecommunication Engg,93.9690933,18194,92.9711565,21069,90.0992619,29368,35.5925864,143539,85.5759641,41797,89.541677,30914,92.2993808,23174,90.8293494,27428,92.9300079,21183,94.115178,17696,92.8488216,21487,90.6140311,27906,65.5460439,92068,85.455686,42159,88.0525374,35361,,,,,91.5400668,25477,,,94.46635,16682,85.5759641,41778,,,88.7813022,33011,83.7447544,47028,,,,,,,,,,,,,,,,,,,,,67.5881106,88185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5757175,11147
